GO id;GO term
GO:0016593;C:Cdc73/Paf1 complex
GO:0000791;C:euchromatin
GO:0005634;C:nucleus
GO:1990269;F:RNA polymerase II C-terminal domain phosphoserine binding
GO:0000993;F:RNA polymerase II complex binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0003712;F:transcription coregulator activity
GO:0045142;F:triplex DNA binding
GO:0006353;P:DNA-templated transcription termination
GO:0031124;P:mRNA 3'-end processing
GO:1901525;P:negative regulation of mitophagy
GO:2001209;P:positive regulation of transcription elongation by RNA polymerase I
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0060260;P:regulation of transcription initiation by RNA polymerase II
GO:0090262;P:regulation of transcription-coupled nucleotide-excision repair
GO:0031126;P:sno(s)RNA 3'-end processing
GO:0001015;P:snoRNA transcription by RNA polymerase II
GO:0006360;P:transcription by RNA polymerase I
GO:0006362;P:transcription elongation by RNA polymerase I
GO:0006368;P:transcription elongation by RNA polymerase II
