GO id;GO term
GO:0008622;C:epsilon DNA polymerase complex
GO:0043596;C:nuclear replication fork
GO:0005634;C:nucleus
GO:0005657;C:replication fork
GO:0051539;F:4 iron, 4 sulfur cluster binding
GO:0003677;F:DNA binding
GO:0003887;F:DNA-directed DNA polymerase activity
GO:0003690;F:double-stranded DNA binding
GO:0003729;F:mRNA binding
GO:0000166;F:nucleotide binding
GO:0008310;F:single-stranded DNA 3'-5' DNA exonuclease activity
GO:0003697;F:single-stranded DNA binding
GO:0032183;F:SUMO binding
GO:0008270;F:zinc ion binding
GO:0006284;P:base-excision repair
GO:0006287;P:base-excision repair, gap-filling
GO:0045004;P:DNA replication proofreading
GO:0006261;P:DNA-templated DNA replication
GO:0006302;P:double-strand break repair
GO:0006303;P:double-strand break repair via nonhomologous end joining
GO:0042276;P:error-prone translesion synthesis
GO:0035822;P:gene conversion
GO:0006272;P:leading strand elongation
GO:0000278;P:mitotic cell cycle
GO:0033314;P:mitotic DNA replication checkpoint signaling
GO:0031573;P:mitotic intra-S DNA damage checkpoint signaling
GO:0007064;P:mitotic sister chromatid cohesion
GO:0006297;P:nucleotide-excision repair, DNA gap filling
