GO id;GO term
GO:0005654;C:nucleoplasm
GO:0005634;C:nucleus
GO:0030289;C:protein phosphatase 4 complex
GO:0072542;F:protein phosphatase activator activity
GO:0019888;F:protein phosphatase regulator activity
GO:0006974;P:DNA damage response
GO:0051598;P:meiotic recombination checkpoint signaling
GO:2000002;P:negative regulation of DNA damage checkpoint
GO:1902660;P:negative regulation of glucose mediated signaling pathway
GO:2001034;P:positive regulation of double-strand break repair via nonhomologous end joining
