GO id;GO term
GO:0030479;C:actin cortical patch
GO:0005934;C:cellular bud tip
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0043332;C:mating projection tip
GO:0031097;C:medial cortex
GO:1990528;C:Rvs161p-Rvs167p complex
GO:0003779;F:actin binding
GO:0005516;F:calmodulin binding
GO:0008092;F:cytoskeletal protein binding
GO:0042802;F:identical protein binding
GO:0042803;F:protein homodimerization activity
GO:0051666;P:actin cortical patch localization
GO:0006897;P:endocytosis
GO:0060988;P:lipid tube assembly
GO:1903475;P:mitotic actomyosin contractile ring assembly
GO:0097320;P:plasma membrane tubulation
GO:0072741;P:protein localization to cell division site
GO:0030100;P:regulation of endocytosis
GO:0016192;P:vesicle-mediated transport
