GO id;GO term
GO:0005737;C:cytoplasm
GO:0005759;C:mitochondrial matrix
GO:0005739;C:mitochondrion
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0140662;F:ATP-dependent protein folding chaperone
GO:0031072;F:heat shock protein binding
GO:0044183;F:protein folding chaperone
GO:0051082;F:unfolded protein binding
GO:0051085;P:chaperone cofactor-dependent protein refolding
GO:0006879;P:intracellular iron ion homeostasis
GO:0016226;P:iron-sulfur cluster assembly
GO:0106034;P:protein maturation by [2Fe-2S] cluster transfer
GO:0097428;P:protein maturation by iron-sulfur cluster transfer
GO:0042026;P:protein refolding
