GO id;GO term
GO:0071944;C:cell periphery
GO:0030134;C:COPII-coated ER to Golgi transport vesicle
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0000139;C:Golgi membrane
GO:0038024;F:cargo receptor activity
GO:0030437;P:ascospore formation
GO:0007120;P:axial cellular bud site selection
GO:0006888;P:endoplasmic reticulum to Golgi vesicle-mediated transport
GO:1902684;P:negative regulation of receptor localization to synapse
GO:2000311;P:regulation of AMPA receptor activity
