GO id;GO term
GO:0005783;C:endoplasmic reticulum
GO:0005739;C:mitochondrion
GO:0005637;C:nuclear inner membrane
GO:0030867;C:rough endoplasmic reticulum membrane
GO:0031207;C:Sec62/Sec63 complex
GO:0071256;C:translocon complex
GO:0008320;F:protein transmembrane transporter activity
GO:0046967;P:cytosol to endoplasmic reticulum transport
GO:0006620;P:post-translational protein targeting to endoplasmic reticulum membrane
GO:0031204;P:post-translational protein targeting to membrane, translocation
GO:0006614;P:SRP-dependent cotranslational protein targeting to membrane
