GO id;GO term
GO:0034274;C:Atg12-Atg5-Atg16 complex
GO:0005829;C:cytosol
GO:0034045;C:phagophore assembly site membrane
GO:1990234;C:transferase complex
GO:0008047;F:enzyme activator activity
GO:0031386;F:protein tag activity
GO:0000045;P:autophagosome assembly
GO:0000422;P:autophagy of mitochondrion
GO:0006501;P:C-terminal protein lipidation
GO:0032258;P:cytoplasm to vacuole transport by the Cvt pathway
GO:0016236;P:macroautophagy
GO:0044804;P:nucleophagy
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0061739;P:protein lipidation involved in autophagosome assembly
GO:0015031;P:protein transport
