GO id;GO term
GO:0005737;C:cytoplasm
GO:0005886;C:plasma membrane
GO:0004862;F:cAMP-dependent protein kinase inhibitor activity
GO:0032794;F:GTPase activating protein binding
GO:0010255;P:glucose mediated signaling pathway
GO:0001403;P:invasive growth in response to glucose limitation
GO:0042326;P:negative regulation of phosphorylation
GO:0046580;P:negative regulation of Ras protein signal transduction
GO:0046579;P:positive regulation of Ras protein signal transduction
GO:0000209;P:protein polyubiquitination
GO:0007124;P:pseudohyphal growth
GO:0006511;P:ubiquitin-dependent protein catabolic process
