GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0005886;C:plasma membrane
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0140662;F:ATP-dependent protein folding chaperone
GO:0031072;F:heat shock protein binding
GO:0044183;F:protein folding chaperone
GO:0051082;F:unfolded protein binding
GO:0051085;P:chaperone cofactor-dependent protein refolding
GO:0006457;P:protein folding
GO:0006515;P:protein quality control for misfolded or incompletely synthesized proteins
GO:0042026;P:protein refolding
GO:0006616;P:SRP-dependent cotranslational protein targeting to membrane, translocation
