GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0033698;C:Rpd3L complex
GO:0070210;C:Rpd3L-Expanded complex
GO:0032221;C:Rpd3S complex
GO:0042393;F:histone binding
GO:0003714;F:transcription corepressor activity
GO:0006338;P:chromatin remodeling
GO:0051321;P:meiotic cell cycle
GO:0016479;P:negative regulation of transcription by RNA polymerase I
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0006334;P:nucleosome assembly
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006355;P:regulation of DNA-templated transcription
GO:0040020;P:regulation of meiotic nuclear division
GO:0006357;P:regulation of transcription by RNA polymerase II
