GO id;GO term
GO:0005635;C:nuclear envelope
GO:0005634;C:nucleus
GO:0070390;C:transcription export complex 2
GO:0003690;F:double-stranded DNA binding
GO:0044877;F:protein-containing complex binding
GO:0003723;F:RNA binding
GO:0000282;P:cellular bud site selection
GO:0031124;P:mRNA 3'-end processing
GO:0006406;P:mRNA export from nucleus
GO:0071028;P:nuclear mRNA surveillance
GO:0016973;P:poly(A)+ mRNA export from nucleus
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0000973;P:post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0006368;P:transcription elongation by RNA polymerase II
GO:0006283;P:transcription-coupled nucleotide-excision repair
