GO id;GO term
GO:0030126;C:COPI vesicle coat
GO:0000139;C:Golgi membrane
GO:1990841;F:promoter-specific chromatin binding
GO:0005198;F:structural molecule activity
GO:0006888;P:endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0006891;P:intra-Golgi vesicle-mediated transport
GO:0032511;P:late endosome to vacuole transport via multivesicular body sorting pathway
GO:0015031;P:protein transport
GO:0006890;P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
GO:0006901;P:vesicle coating
