GO id;GO term
GO:0000785;C:chromatin
GO:0005730;C:nucleolus
GO:0005634;C:nucleus
GO:0003700;F:DNA-binding transcription factor activity
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0001223;F:transcription coactivator binding
GO:0001222;F:transcription corepressor binding
GO:0010688;P:negative regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0060963;P:positive regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0006355;P:regulation of DNA-templated transcription
