GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0030154;P:cell differentiation
GO:0006338;P:chromatin remodeling
GO:0043388;P:positive regulation of DNA binding
GO:0045937;P:positive regulation of phosphate metabolic process
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:2000679;P:positive regulation of transcription regulatory region DNA binding
GO:0120213;P:regulation of histidine biosynthetic process
GO:0006141;P:regulation of purine nucleobase metabolic process
GO:0006357;P:regulation of transcription by RNA polymerase II
