GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0000932;C:P-body
GO:0035925;F:mRNA 3'-UTR AU-rich region binding
GO:0003729;F:mRNA binding
GO:0070935;P:3'-UTR-mediated mRNA stabilization
GO:0006325;P:chromatin organization
GO:0008298;P:intracellular mRNA localization
GO:0048255;P:mRNA stabilization
GO:0051028;P:mRNA transport
GO:0006417;P:regulation of translation
GO:0000723;P:telomere maintenance
GO:0007004;P:telomere maintenance via telomerase
