GO id;GO term
GO:0000791;C:euchromatin
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0008023;C:transcription elongation factor complex
GO:0003677;F:DNA binding
GO:0042393;F:histone binding
GO:0031491;F:nucleosome binding
GO:0001073;F:transcription antitermination factor activity, DNA binding
GO:0000433;P:carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
GO:0006325;P:chromatin organization
GO:0006338;P:chromatin remodeling
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0006334;P:nucleosome assembly
GO:0034728;P:nucleosome organization
GO:0016973;P:poly(A)+ mRNA export from nucleus
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0031440;P:regulation of mRNA 3'-end processing
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0001178;P:regulation of transcriptional start site selection at RNA polymerase II promoter
GO:0031564;P:transcription antitermination
GO:0006368;P:transcription elongation by RNA polymerase II
GO:0140673;P:transcription elongation-coupled chromatin remodeling
