GO id;GO term
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0005811;C:lipid droplet
GO:0016020;C:membrane
GO:0005739;C:mitochondrion
GO:0071595;C:Nem1-Spo7 phosphatase complex
GO:0031965;C:nuclear membrane
GO:0017018;F:myosin phosphatase activity
GO:0004722;F:protein serine/threonine phosphatase activity
GO:0140042;P:lipid droplet formation
GO:0071072;P:negative regulation of phospholipid biosynthetic process
GO:0006998;P:nuclear envelope organization
GO:0046889;P:positive regulation of lipid biosynthetic process
GO:0071071;P:regulation of phospholipid biosynthetic process
