GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005634;C:nucleus
GO:0019005;C:SCF ubiquitin ligase complex
GO:0003688;F:DNA replication origin binding
GO:0001403;P:invasive growth in response to glucose limitation
GO:0031573;P:mitotic intra-S DNA damage checkpoint signaling
GO:0016567;P:protein ubiquitination
GO:0032984;P:protein-containing complex disassembly
GO:0006275;P:regulation of DNA replication
GO:0031146;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0031509;P:subtelomeric heterochromatin formation
GO:0006511;P:ubiquitin-dependent protein catabolic process
