GO id;GO term
GO:0097361;C:CIA complex
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005758;C:mitochondrial intermembrane space
GO:0051537;F:2 iron, 2 sulfur cluster binding
GO:0051539;F:4 iron, 4 sulfur cluster binding
GO:0009055;F:electron transfer activity
GO:0046872;F:metal ion binding
GO:0060090;F:molecular adaptor activity
GO:0034599;P:cellular response to oxidative stress
GO:0016226;P:iron-sulfur cluster assembly
GO:1901299;P:negative regulation of hydrogen peroxide-mediated programmed cell death
GO:0045019;P:negative regulation of nitric oxide biosynthetic process
