GO id;GO term
GO:0000324;C:fungal-type vacuole
GO:0005886;C:plasma membrane
GO:0015086;F:cadmium ion transmembrane transporter activity
GO:0022890;F:inorganic cation transmembrane transporter activity
GO:0005384;F:manganese ion transmembrane transporter activity
GO:0046872;F:metal ion binding
GO:0015295;F:solute:proton symporter activity
GO:0015691;P:cadmium ion transport
GO:0006825;P:copper ion transport
GO:0006878;P:intracellular copper ion homeostasis
GO:0030026;P:intracellular manganese ion homeostasis
GO:0006826;P:iron ion transport
GO:0006828;P:manganese ion transport
