GO id;GO term
GO:0005829;C:cytosol
GO:0000112;C:nucleotide-excision repair factor 3 complex
GO:0005634;C:nucleus
GO:0000439;C:transcription factor TFIIH core complex
GO:0005675;C:transcription factor TFIIH holo complex
GO:0051539;F:4 iron, 4 sulfur cluster binding
GO:0043139;F:5'-3' DNA helicase activity
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0008094;F:ATP-dependent activity, acting on DNA
GO:0003684;F:damaged DNA binding
GO:0003678;F:DNA helicase activity
GO:0046872;F:metal ion binding
GO:0006289;P:nucleotide-excision repair
GO:0045951;P:positive regulation of mitotic recombination
GO:0000019;P:regulation of mitotic recombination
GO:0006366;P:transcription by RNA polymerase II
GO:0006367;P:transcription initiation at RNA polymerase II promoter
