GO id;GO term
GO:0000307;C:cyclin-dependent protein kinase holoenzyme complex
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005816;C:spindle pole body
GO:0016538;F:cyclin-dependent protein serine/threonine kinase regulator activity
GO:0051301;P:cell division
GO:0044772;P:mitotic cell cycle phase transition
GO:1902806;P:regulation of cell cycle G1/S phase transition
GO:0001932;P:regulation of protein phosphorylation
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0007089;P:traversing start control point of mitotic cell cycle
GO:0042144;P:vacuole fusion, non-autophagic
GO:0007033;P:vacuole organization
