GO id;GO term
GO:0000324;C:fungal-type vacuole
GO:0000329;C:fungal-type vacuole membrane
GO:0005794;C:Golgi apparatus
GO:0000139;C:Golgi membrane
GO:0015093;F:ferrous iron transmembrane transporter activity
GO:0005381;F:iron ion transmembrane transporter activity
GO:0005384;F:manganese ion transmembrane transporter activity
GO:0006874;P:intracellular calcium ion homeostasis
GO:0006879;P:intracellular iron ion homeostasis
GO:0030026;P:intracellular manganese ion homeostasis
GO:0006880;P:intracellular sequestering of iron ion
GO:0006826;P:iron ion transport
GO:0006828;P:manganese ion transport
