GO id;GO term
GO:0005737;C:cytoplasm
GO:0010494;C:cytoplasmic stress granule
GO:0005853;C:eukaryotic translation elongation factor 1 complex
GO:0005634;C:nucleus
GO:0005840;C:ribosome
GO:0005509;F:calcium ion binding
GO:0001046;F:core promoter sequence-specific DNA binding
GO:0003700;F:DNA-binding transcription factor activity
GO:0005085;F:guanyl-nucleotide exchange factor activity
GO:0005543;F:phospholipid binding
GO:0003746;F:translation elongation factor activity
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006449;P:regulation of translational termination
GO:0006414;P:translational elongation
