GO id;GO term
GO:0120171;C:Cdc24p-Far1p-Gbetagamma complex
GO:0005938;C:cell cortex
GO:0071944;C:cell periphery
GO:0005737;C:cytoplasm
GO:0031680;C:G-protein beta/gamma-subunit complex
GO:0005834;C:heterotrimeric G-protein complex
GO:0005886;C:plasma membrane
GO:0031681;F:G-protein beta-subunit binding
GO:0007186;P:G protein-coupled receptor signaling pathway
GO:0000750;P:pheromone-dependent signal transduction involved in conjugation with cellular fusion
GO:0010969;P:regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
