GO id;GO term
GO:0009898;C:cytoplasmic side of plasma membrane
GO:0005829;C:cytosol
GO:0005768;C:endosome
GO:0000813;C:ESCRT I complex
GO:0031902;C:late endosome membrane
GO:0043130;F:ubiquitin binding
GO:1904669;P:ATP export
GO:0008333;P:endosome to lysosome transport
GO:0045324;P:late endosome to vacuole transport
GO:1902915;P:negative regulation of protein polyubiquitination
GO:0036211;P:protein modification process
GO:0006612;P:protein targeting to membrane
GO:0006623;P:protein targeting to vacuole
GO:0015031;P:protein transport
GO:0061709;P:reticulophagy
GO:0043162;P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
