GO id;GO term
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0003700;F:DNA-binding transcription factor activity
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0001010;F:RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity
GO:0000976;F:transcription cis-regulatory region binding
GO:0008270;F:zinc ion binding
GO:0009450;P:gamma-aminobutyric acid catabolic process
GO:0001080;P:nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0019740;P:nitrogen utilization
GO:0045944;P:positive regulation of transcription by RNA polymerase II
