GO id;GO term
GO:0005886;C:plasma membrane
GO:0004930;F:G protein-coupled receptor activity
GO:0005536;F:glucose binding
GO:0007189;P:adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0009731;P:detection of sucrose stimulus
GO:0007186;P:G protein-coupled receptor signaling pathway
GO:0010255;P:glucose mediated signaling pathway
GO:0009757;P:hexose mediated signaling
GO:0001403;P:invasive growth in response to glucose limitation
GO:0007124;P:pseudohyphal growth
GO:0009745;P:sucrose mediated signaling
