GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0003682;F:chromatin binding
GO:0003688;F:DNA replication origin binding
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0043565;F:sequence-specific DNA binding
GO:0003713;F:transcription coactivator activity
GO:0003712;F:transcription coregulator activity
GO:0006338;P:chromatin remodeling
GO:2000221;P:negative regulation of pseudohyphal growth
GO:0061186;P:negative regulation of silent mating-type cassette heterochromatin formation
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:1903468;P:positive regulation of DNA replication initiation
GO:0032298;P:positive regulation of DNA-templated DNA replication initiation
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0006357;P:regulation of transcription by RNA polymerase II
