GO id;GO term
GO:0005634;C:nucleus
GO:0005736;C:RNA polymerase I complex
GO:0003676;F:nucleic acid binding
GO:0001054;F:RNA polymerase I activity
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0008270;F:zinc ion binding
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0042790;P:nucleolar large rRNA transcription by RNA polymerase I
GO:0042254;P:ribosome biogenesis
GO:0006363;P:termination of RNA polymerase I transcription
GO:0006360;P:transcription by RNA polymerase I
GO:0006362;P:transcription elongation by RNA polymerase I
GO:0006361;P:transcription initiation at RNA polymerase I promoter
