GO id;GO term
GO:0000776;C:kinetochore
GO:0005634;C:nucleus
GO:0000940;C:outer kinetochore
GO:0005198;F:structural molecule activity
GO:0008608;P:attachment of spindle microtubules to kinetochore
GO:0051301;P:cell division
GO:0034080;P:CENP-A containing chromatin assembly
GO:0007059;P:chromosome segregation
GO:0034089;P:establishment of meiotic sister chromatid cohesion
GO:0034087;P:establishment of mitotic sister chromatid cohesion
GO:0051382;P:kinetochore assembly
GO:0034090;P:maintenance of meiotic sister chromatid cohesion
GO:0051321;P:meiotic cell cycle
GO:0007094;P:mitotic spindle assembly checkpoint signaling
GO:0071459;P:protein localization to chromosome, centromeric region
