GO id;GO term
GO:0030896;C:checkpoint clamp complex
GO:0000794;C:condensed nuclear chromosome
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0003677;F:DNA binding
GO:0030295;F:protein kinase activator activity
GO:0071479;P:cellular response to ionizing radiation
GO:0000077;P:DNA damage checkpoint signaling
GO:0006281;P:DNA repair
GO:0000076;P:DNA replication checkpoint signaling
GO:0051321;P:meiotic cell cycle
GO:0051598;P:meiotic recombination checkpoint signaling
GO:0031571;P:mitotic G1 DNA damage checkpoint signaling
GO:0007095;P:mitotic G2 DNA damage checkpoint signaling
GO:0031573;P:mitotic intra-S DNA damage checkpoint signaling
GO:0000725;P:recombinational repair
