GO id;GO term
GO:0005933;C:cellular bud
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0031267;F:small GTPase binding
GO:0051301;P:cell division
GO:0007094;P:mitotic spindle assembly checkpoint signaling
GO:0031578;P:mitotic spindle orientation checkpoint signaling
GO:0001100;P:negative regulation of exit from mitosis
GO:2001042;P:negative regulation of septum digestion after cytokinesis
GO:0032984;P:protein-containing complex disassembly
GO:0031146;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
