GO id;GO term
GO:0005743;C:mitochondrial inner membrane
GO:0005759;C:mitochondrial matrix
GO:0005739;C:mitochondrion
GO:0001405;C:PAM complex, Tim23 associated import motor
GO:0005744;C:TIM23 mitochondrial import inner membrane translocase complex
GO:0000774;F:adenyl-nucleotide exchange factor activity
GO:0042803;F:protein homodimerization activity
GO:0051087;F:protein-folding chaperone binding
GO:0051082;F:unfolded protein binding
GO:0006886;P:intracellular protein transport
GO:0030150;P:protein import into mitochondrial matrix
GO:0042026;P:protein refolding
