GO id;GO term
GO:0005960;C:glycine cleavage complex
GO:0005947;C:mitochondrial alpha-ketoglutarate dehydrogenase complex
GO:0042645;C:mitochondrial nucleoid
GO:0009353;C:mitochondrial oxoglutarate dehydrogenase complex
GO:0005967;C:mitochondrial pyruvate dehydrogenase complex
GO:0005739;C:mitochondrion
GO:0045252;C:oxoglutarate dehydrogenase complex
GO:0004148;F:dihydrolipoyl dehydrogenase activity
GO:0050660;F:flavin adenine dinucleotide binding
GO:0004375;F:glycine dehydrogenase (decarboxylating) activity
GO:0004591;F:oxoglutarate dehydrogenase (succinyl-transferring) activity
GO:0004738;F:pyruvate dehydrogenase activity
GO:0006103;P:2-oxoglutarate metabolic process
GO:0006086;P:acetyl-CoA biosynthetic process from pyruvate
GO:0006546;P:glycine catabolic process
GO:0042743;P:hydrogen peroxide metabolic process
GO:0006550;P:isoleucine catabolic process
GO:0006564;P:L-serine biosynthetic process
GO:0006552;P:leucine catabolic process
GO:0006090;P:pyruvate metabolic process
GO:0006574;P:valine catabolic process
