GO id;GO term
GO:0005737;C:cytoplasm
GO:0005641;C:nuclear envelope lumen
GO:0031588;C:nucleotide-activated protein kinase complex
GO:0005634;C:nucleus
GO:0140767;F:enzyme-substrate adaptor activity
GO:0019901;F:protein kinase binding
GO:0007155;P:cell adhesion
GO:0030447;P:filamentous growth
GO:0001403;P:invasive growth in response to glucose limitation
GO:1904547;P:regulation of cellular response to glucose starvation
GO:2000217;P:regulation of invasive growth in response to glucose limitation
GO:0043254;P:regulation of protein-containing complex assembly
GO:0007165;P:signal transduction
