GO id;GO term
GO:0005743;C:mitochondrial inner membrane
GO:0031966;C:mitochondrial membrane
GO:0005749;C:mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
GO:0005739;C:mitochondrion
GO:0051537;F:2 iron, 2 sulfur cluster binding
GO:0051538;F:3 iron, 4 sulfur cluster binding
GO:0051539;F:4 iron, 4 sulfur cluster binding
GO:0009055;F:electron transfer activity
GO:0102040;F:fumarate reductase (menaquinone)
GO:0046872;F:metal ion binding
GO:0008177;F:succinate dehydrogenase (ubiquinone) activity
GO:0009060;P:aerobic respiration
GO:0045333;P:cellular respiration
GO:0006121;P:mitochondrial electron transport, succinate to ubiquinone
GO:0042776;P:proton motive force-driven mitochondrial ATP synthesis
GO:0022904;P:respiratory electron transport chain
GO:0006099;P:tricarboxylic acid cycle
