GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005737;C:cytoplasm
GO:0005825;C:half bridge of spindle pole body
GO:0034993;C:meiotic nuclear membrane microtubule tethering complex
GO:0016020;C:membrane
GO:0005635;C:nuclear envelope
GO:0005637;C:nuclear inner membrane
GO:0034399;C:nuclear periphery
GO:0005816;C:spindle pole body
GO:0005524;F:ATP binding
GO:0043495;F:protein-membrane adaptor activity
GO:0034087;P:establishment of mitotic sister chromatid cohesion
GO:0007129;P:homologous chromosome pairing at meiosis
GO:0000741;P:karyogamy
GO:0045141;P:meiotic telomere clustering
GO:0007064;P:mitotic sister chromatid cohesion
GO:0000743;P:nuclear migration involved in conjugation with cellular fusion
GO:0030474;P:spindle pole body duplication
GO:0031509;P:subtelomeric heterochromatin formation
GO:0034398;P:telomere tethering at nuclear periphery
