GO id;GO term
GO:0030127;C:COPII vesicle coat
GO:0005783;C:endoplasmic reticulum
GO:0070971;C:endoplasmic reticulum exit site
GO:0005789;C:endoplasmic reticulum membrane
GO:0000139;C:Golgi membrane
GO:0005096;F:GTPase activator activity
GO:0008270;F:zinc ion binding
GO:0090110;P:COPII-coated vesicle cargo loading
GO:0006886;P:intracellular protein transport
GO:0016236;P:macroautophagy
GO:1902953;P:positive regulation of ER to Golgi vesicle-mediated transport
GO:0070863;P:positive regulation of protein exit from endoplasmic reticulum
GO:0003400;P:regulation of COPII vesicle coating
GO:0061709;P:reticulophagy
