GO id;GO term
GO:0005829;C:cytosol
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0043529;C:GET complex
GO:0005794;C:Golgi apparatus
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0005085;F:guanyl-nucleotide exchange factor activity
GO:0042802;F:identical protein binding
GO:0046872;F:metal ion binding
GO:0044183;F:protein folding chaperone
GO:0051082;F:unfolded protein binding
GO:0000750;P:pheromone-dependent signal transduction involved in conjugation with cellular fusion
GO:0006620;P:post-translational protein targeting to endoplasmic reticulum membrane
GO:0045048;P:protein insertion into ER membrane
GO:0046685;P:response to arsenic-containing substance
GO:0009408;P:response to heat
GO:0010038;P:response to metal ion
GO:0006890;P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
GO:0071816;P:tail-anchored membrane protein insertion into ER membrane
