GO id;GO term
GO:0036266;C:Cdc48p-Npl4p-Vms1p AAA ATPase complex
GO:0005829;C:cytosol
GO:0000837;C:Doa10p ubiquitin ligase complex
GO:0005789;C:endoplasmic reticulum membrane
GO:0000839;C:Hrd1p ubiquitin ligase ERAD-L complex
GO:0043332;C:mating projection tip
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0030894;C:replisome
GO:1990112;C:RQC complex
GO:0034098;C:VCP-NPL4-UFD1 AAA ATPase complex
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0042802;F:identical protein binding
GO:0031593;F:polyubiquitin modification-dependent protein binding
GO:0019888;F:protein phosphatase regulator activity
GO:0043130;F:ubiquitin binding
GO:0046034;P:ATP metabolic process
GO:0097352;P:autophagosome maturation
GO:0071629;P:cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0006274;P:DNA replication termination
GO:0016320;P:endoplasmic reticulum membrane fusion
GO:0071712;P:ER-associated misfolded protein catabolic process
GO:0016236;P:macroautophagy
GO:0072671;P:mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0051228;P:mitotic spindle disassembly
GO:0070651;P:nonfunctional rRNA decay
GO:0071630;P:nuclear protein quality control by the ubiquitin-proteasome system
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0010636;P:positive regulation of mitochondrial fusion
GO:1900182;P:positive regulation of protein localization to nucleus
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0006515;P:protein quality control for misfolded or incompletely synthesized proteins
GO:0043328;P:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0032984;P:protein-containing complex disassembly
GO:0072344;P:rescue of stalled ribosome
GO:0030970;P:retrograde protein transport, ER to cytosol
GO:0034517;P:ribophagy
GO:1990116;P:ribosome-associated ubiquitin-dependent protein catabolic process
GO:1990171;P:SCF complex disassembly in response to cadmium stress
GO:0031134;P:sister chromatid biorientation
GO:0120174;P:stress-induced homeostatically regulated protein degradation pathway
GO:0030433;P:ubiquitin-dependent ERAD pathway
