GO id;GO term
GO:0005935;C:cellular bud neck
GO:0005737;C:cytoplasm
GO:1902554;C:serine/threonine protein kinase complex
GO:0005816;C:spindle pole body
GO:0005524;F:ATP binding
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0000917;P:division septum assembly
GO:0010458;P:exit from mitosis
GO:0035556;P:intracellular signal transduction
GO:0000281;P:mitotic cytokinesis
GO:0016310;P:phosphorylation
GO:0032465;P:regulation of cytokinesis
GO:0061013;P:regulation of mRNA catabolic process
