GO id;GO term
GO:0005801;C:cis-Golgi network
GO:0005829;C:cytosol
GO:0012505;C:endomembrane system
GO:0005794;C:Golgi apparatus
GO:0005886;C:plasma membrane
GO:0005525;F:GTP binding
GO:0003924;F:GTPase activity
GO:0032258;P:cytoplasm to vacuole transport by the Cvt pathway
GO:0006895;P:Golgi to endosome transport
GO:0006891;P:intra-Golgi vesicle-mediated transport
GO:0006886;P:intracellular protein transport
GO:0016236;P:macroautophagy
GO:0034497;P:protein localization to phagophore assembly site
GO:0031503;P:protein-containing complex localization
GO:0042147;P:retrograde transport, endosome to Golgi
GO:0000301;P:retrograde transport, vesicle recycling within Golgi
GO:0006890;P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
