GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0052840;F:inositol diphosphate tetrakisphosphate diphosphatase activity
GO:0052847;F:inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity
GO:0052848;F:inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity
GO:0052845;F:inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity
GO:0106211;F:inositol-5-diphosphate-1,3,4,6-tetrakisphosphate diphosphatase activity
GO:0016791;F:phosphatase activity
GO:0004721;F:phosphoprotein phosphatase activity
GO:0007015;P:actin filament organization
GO:0016311;P:dephosphorylation
