GO id;GO term
GO:0032865;C:ERMES complex
GO:0005741;C:mitochondrial outer membrane
GO:0098799;C:outer mitochondrial membrane protein complex
GO:0001401;C:SAM complex
GO:0051654;P:establishment of mitochondrion localization
GO:0000002;P:mitochondrial genome maintenance
GO:0070096;P:mitochondrial outer membrane translocase complex assembly
GO:0007005;P:mitochondrion organization
GO:1990456;P:mitochondrion-endoplasmic reticulum membrane tethering
GO:0055091;P:phospholipid homeostasis
GO:0015914;P:phospholipid transport
GO:0045040;P:protein insertion into mitochondrial outer membrane
