GO id;GO term
GO:0005938;C:cell cortex
GO:0005935;C:cellular bud neck
GO:0000142;C:cellular bud neck contractile ring
GO:0005737;C:cytoplasm
GO:0120155;C:MIH complex
GO:0110085;C:mitotic actomyosin contractile ring
GO:0005886;C:plasma membrane
GO:0051015;F:actin filament binding
GO:0005516;F:calmodulin binding
GO:0005096;F:GTPase activator activity
GO:0032038;F:myosin II heavy chain binding
GO:0032033;F:myosin II light chain binding
GO:0032027;F:myosin light chain binding
GO:1903475;P:mitotic actomyosin contractile ring assembly
GO:1903479;P:mitotic actomyosin contractile ring assembly actin filament organization
GO:0072741;P:protein localization to cell division site
GO:0031991;P:regulation of actomyosin contractile ring contraction
GO:1903338;P:regulation of cell wall organization or biogenesis
GO:0032465;P:regulation of cytokinesis
GO:1903471;P:regulation of mitotic actomyosin contractile ring contraction
