GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005667;C:transcription regulator complex
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0046983;F:protein dimerization activity
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0043565;F:sequence-specific DNA binding
GO:0000422;P:autophagy of mitochondrion
GO:0071400;P:cellular response to oleic acid
GO:0031930;P:mitochondria-nucleus signaling pathway
GO:0016559;P:peroxisome fission
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006357;P:regulation of transcription by RNA polymerase II
