GO id;GO term
GO:1905721;C:mitotic spindle astral microtubule end
GO:0061499;C:outer plaque of mitotic spindle pole body
GO:0005824;C:outer plaque of spindle pole body
GO:0005876;C:spindle microtubule
GO:0005816;C:spindle pole body
GO:0099609;F:microtubule lateral binding
GO:0051010;F:microtubule plus-end binding
GO:0044877;F:protein-containing complex binding
GO:1990734;P:astral microtubule anchoring at mitotic spindle pole body
GO:0030953;P:astral microtubule organization
GO:0051301;P:cell division
GO:0031122;P:cytoplasmic microtubule organization
GO:0110121;P:gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body
GO:0000741;P:karyogamy
GO:0007020;P:microtubule nucleation
GO:0031578;P:mitotic spindle orientation checkpoint signaling
