GO id;GO term
GO:0030479;C:actin cortical patch
GO:1990964;C:actin cytoskeleton-regulatory complex
GO:0071944;C:cell periphery
GO:0005737;C:cytoplasm
GO:0010008;C:endosome membrane
GO:0043332;C:mating projection tip
GO:0005634;C:nucleus
GO:0005886;C:plasma membrane
GO:0003779;F:actin binding
GO:0005509;F:calcium ion binding
GO:0030674;F:protein-macromolecule adaptor activity
GO:0000147;P:actin cortical patch assembly
GO:0007015;P:actin filament organization
GO:0030476;P:ascospore wall assembly
GO:0071555;P:cell wall organization
GO:0006897;P:endocytosis
GO:0016197;P:endosomal transport
