GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005743;C:mitochondrial inner membrane
GO:0005758;C:mitochondrial intermembrane space
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0101031;C:protein folding chaperone complex
GO:1902693;C:superoxide dismutase complex
GO:0005507;F:copper ion binding
GO:0016532;F:superoxide dismutase copper chaperone activity
GO:0006825;P:copper ion transport
GO:0015680;P:protein maturation by copper ion transfer
GO:0019430;P:removal of superoxide radicals
