GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005789;C:endoplasmic reticulum membrane
GO:0005811;C:lipid droplet
GO:0031965;C:nuclear membrane
GO:0005634;C:nucleus
GO:0005773;C:vacuole
GO:0008195;F:phosphatidate phosphatase activity
GO:0000976;F:transcription cis-regulatory region binding
GO:0009060;P:aerobic respiration
GO:0009062;P:fatty acid catabolic process
GO:0034389;P:lipid droplet organization
GO:0008654;P:phospholipid biosynthetic process
GO:0006276;P:plasmid maintenance
GO:0019432;P:triglyceride biosynthetic process
GO:0042144;P:vacuole fusion, non-autophagic
