GO id;GO term
GO:0005829;C:cytosol
GO:0005730;C:nucleolus
GO:0005634;C:nucleus
GO:0031499;C:TRAMP complex
GO:0051575;F:5'-deoxyribose-5-phosphate lyase activity
GO:0046872;F:metal ion binding
GO:0003729;F:mRNA binding
GO:1990817;F:poly(A) RNA polymerase activity
GO:0006284;P:base-excision repair
GO:0051301;P:cell division
GO:0071044;P:histone mRNA catabolic process
GO:0051179;P:localization
GO:0042138;P:meiotic DNA double-strand break formation
GO:0045910;P:negative regulation of DNA recombination
GO:0071031;P:nuclear mRNA surveillance of mRNA 3'-end processing
GO:0071040;P:nuclear polyadenylation-dependent antisense transcript catabolic process
GO:0071039;P:nuclear polyadenylation-dependent CUT catabolic process
GO:0071042;P:nuclear polyadenylation-dependent mRNA catabolic process
GO:0071035;P:nuclear polyadenylation-dependent rRNA catabolic process
GO:0071036;P:nuclear polyadenylation-dependent snoRNA catabolic process
GO:0071037;P:nuclear polyadenylation-dependent snRNA catabolic process
GO:0071038;P:nuclear polyadenylation-dependent tRNA catabolic process
GO:0071047;P:polyadenylation-dependent mRNA catabolic process
GO:0071051;P:polyadenylation-dependent snoRNA 3'-end processing
GO:0031123;P:RNA 3'-end processing
GO:0000292;P:RNA fragment catabolic process
GO:0006400;P:tRNA modification
GO:0034475;P:U4 snRNA 3'-end processing
