GO id;GO term
GO:0000307;C:cyclin-dependent protein kinase holoenzyme complex
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0030332;F:cyclin binding
GO:0004693;F:cyclin-dependent protein serine/threonine kinase activity
GO:0106310;F:protein serine kinase activity
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0016310;P:phosphorylation
GO:0010389;P:regulation of G2/M transition of mitotic cell cycle
GO:0010468;P:regulation of gene expression
GO:0010033;P:response to organic substance
GO:0007165;P:signal transduction
