GO id;GO term
GO:0005737;C:cytoplasm
GO:0010494;C:cytoplasmic stress granule
GO:0005829;C:cytosol
GO:0005759;C:mitochondrial matrix
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0071949;F:FAD binding
GO:0020037;F:heme binding
GO:0046872;F:metal ion binding
GO:0008941;F:nitric oxide dioxygenase activity
GO:0016966;F:nitric oxide reductase activity
GO:0019825;F:oxygen binding
GO:0071218;P:cellular response to misfolded protein
GO:0071500;P:cellular response to nitrosative stress
GO:0034599;P:cellular response to oxidative stress
GO:1902170;P:cellular response to reactive nitrogen species
GO:0046210;P:nitric oxide catabolic process
GO:0009636;P:response to toxic substance
