GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0004843;F:cysteine-type deubiquitinase activity
GO:0061578;F:K63-linked deubiquitinase activity
GO:0010636;P:positive regulation of mitochondrial fusion
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0016579;P:protein deubiquitination
GO:0031647;P:regulation of protein stability
GO:0010992;P:ubiquitin recycling
GO:0043162;P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
