GO id;GO term
GO:0005829;C:cytosol
GO:0005768;C:endosome
GO:0000813;C:ESCRT I complex
GO:0031902;C:late endosome membrane
GO:0044877;F:protein-containing complex binding
GO:1904669;P:ATP export
GO:0006612;P:protein targeting to membrane
GO:0006623;P:protein targeting to vacuole
GO:0043328;P:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043162;P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
