GO id;GO term
GO:0005737;C:cytoplasm
GO:0010494;C:cytoplasmic stress granule
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0000159;C:protein phosphatase type 2A complex
GO:0046872;F:metal ion binding
GO:0017018;F:myosin phosphatase activity
GO:0004722;F:protein serine/threonine phosphatase activity
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0000278;P:mitotic cell cycle
GO:2000786;P:positive regulation of autophagosome assembly
GO:0006417;P:regulation of translation
GO:0031929;P:TOR signaling
