GO id;GO term
GO:0030686;C:90S preribosome
GO:0016363;C:nuclear matrix
GO:0043224;C:nuclear SCF ubiquitin ligase complex
GO:0005730;C:nucleolus
GO:0005634;C:nucleus
GO:0019005;C:SCF ubiquitin ligase complex
GO:0050815;F:phosphoserine residue binding
GO:0034511;F:U3 snoRNA binding
GO:0043130;F:ubiquitin binding
GO:0051301;P:cell division
GO:0000480;P:endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000472;P:endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0000086;P:G2/M transition of mitotic cell cycle
GO:0051321;P:meiotic cell cycle
GO:0016567;P:protein ubiquitination
GO:0031146;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0030435;P:sporulation resulting in formation of a cellular spore
GO:0006511;P:ubiquitin-dependent protein catabolic process
