GO id;GO term
GO:0005789;C:endoplasmic reticulum membrane
GO:0000836;C:Hrd1p ubiquitin ligase complex
GO:0000839;C:Hrd1p ubiquitin ligase ERAD-L complex
GO:0051787;F:misfolded protein binding
GO:1990381;F:ubiquitin-specific protease binding
GO:0030968;P:endoplasmic reticulum unfolded protein response
GO:0070843;P:misfolded protein transport
GO:0006515;P:protein quality control for misfolded or incompletely synthesized proteins
GO:0030970;P:retrograde protein transport, ER to cytosol
GO:0030433;P:ubiquitin-dependent ERAD pathway
