GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0033309;C:SBF transcription complex
GO:0001227;F:DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0003712;F:transcription coregulator activity
GO:0003714;F:transcription corepressor activity
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0008361;P:regulation of cell size
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0007089;P:traversing start control point of mitotic cell cycle
