GO id;GO term
GO:0030428;C:cell septum
GO:0009986;C:cell surface
GO:0005935;C:cellular bud neck
GO:0005576;C:extracellular region
GO:0009277;C:fungal-type cell wall
GO:0042973;F:glucan endo-1,3-beta-D-glucosidase activity
GO:0052861;F:glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group
GO:0052862;F:glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group
GO:0071555;P:cell wall organization
GO:0000272;P:polysaccharide catabolic process
GO:0000920;P:septum digestion after cytokinesis
