GO id;GO term
GO:0005935;C:cellular bud neck
GO:0005576;C:extracellular region
GO:0000324;C:fungal-type vacuole
GO:0005886;C:plasma membrane
GO:0098552;C:side of membrane
GO:0042802;F:identical protein binding
GO:0043709;P:cell adhesion involved in single-species biofilm formation
GO:0098609;P:cell-cell adhesion
GO:0097656;P:cell-cell self recognition
GO:0030447;P:filamentous growth
GO:0000128;P:flocculation
GO:0034109;P:homotypic cell-cell adhesion
GO:0001403;P:invasive growth in response to glucose limitation
GO:0007124;P:pseudohyphal growth
GO:0090606;P:single-species surface biofilm formation
