GO id;GO term
GO:0005759;C:mitochondrial matrix
GO:0005739;C:mitochondrion
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0004176;F:ATP-dependent peptidase activity
GO:0043565;F:sequence-specific DNA binding
GO:0004252;F:serine-type endopeptidase activity
GO:0003697;F:single-stranded DNA binding
GO:0034599;P:cellular response to oxidative stress
GO:0051131;P:chaperone-mediated protein complex assembly
GO:0032042;P:mitochondrial DNA metabolic process
GO:0033108;P:mitochondrial respiratory chain complex assembly
GO:0007005;P:mitochondrion organization
GO:0070407;P:oxidation-dependent protein catabolic process
GO:0006457;P:protein folding
GO:0006515;P:protein quality control for misfolded or incompletely synthesized proteins
GO:1901858;P:regulation of mitochondrial DNA metabolic process
GO:0009408;P:response to heat
